iter	Logloss
0	0.6451825122
1	0.5995212361
2	0.5558367402
3	0.513508384
4	0.4768438842
5	0.4393969492
6	0.4094354915
7	0.3791342776
8	0.3548655115
9	0.3324440097
10	0.3082183562
11	0.2897665309
12	0.269901829
13	0.2539512723
14	0.2361057184
15	0.2209904056
16	0.2083143716
17	0.1935369427
18	0.1814887754
19	0.1706253475
20	0.1616234089
21	0.1519742007
22	0.1454365956
23	0.1376153168
24	0.1311061795
25	0.1250786606
26	0.1203600403
27	0.1157048615
28	0.1106991361
29	0.1059941537
30	0.1013692696
31	0.0971539914
32	0.09353268735
33	0.08971432159
34	0.08633986739
35	0.08343584589
36	0.08057411741
37	0.07778316122
38	0.07561319199
39	0.07334476915
40	0.07133930755
41	0.06953762478
42	0.06747012035
43	0.0656806877
44	0.06429327061
45	0.06279591993
46	0.06152222201
47	0.05994905929
48	0.05863970363
49	0.05756261106
50	0.05675353016
51	0.05570251846
52	0.05486822778
53	0.05387875261
54	0.05314151385
55	0.05236151263
56	0.05174695863
57	0.05110369036
58	0.05032802562
59	0.049565888
60	0.04915518006
61	0.04874822012
62	0.04801622278
63	0.04741559537
64	0.04706191433
65	0.04655640774
66	0.04618388888
67	0.04574202931
68	0.04530644884
69	0.04478720733
70	0.04443289076
71	0.04412429403
72	0.0438265611
73	0.04349413639
74	0.04320603791
75	0.04270243677
76	0.04244749853
77	0.04224636071
78	0.04200192891
79	0.04185453656
80	0.04167719229
81	0.04150807182
82	0.0413428612
83	0.04116505065
84	0.04082526692
85	0.04067735323
86	0.04056331866
87	0.04034795133
88	0.0401114299
89	0.03979875687
90	0.03970869712
91	0.03942903944
92	0.03916552625
93	0.03892196291
94	0.03884396499
95	0.03868531514
96	0.03845924052
97	0.0383965789
98	0.03818855835
99	0.03798670221
100	0.037909912
101	0.03772944948
102	0.03755618618
103	0.03739133586
104	0.03722906752
105	0.03709281424
106	0.03704595269
107	0.03688930808
108	0.03679963617
109	0.03675744916
110	0.03662005543
111	0.03648034576
112	0.03637173198
113	0.03627416421
114	0.03614810466
115	0.03608203986
116	0.03598387108
117	0.03589247601
118	0.03583569223
119	0.03574789457
120	0.03565527133
121	0.03562187927
122	0.03554660996
123	0.03547203666
124	0.03539851876
125	0.03532034832
126	0.03526295343
127	0.03518389733
128	0.03515463388
129	0.03508065052
130	0.03503396456
131	0.03497547025
132	0.03491295266
133	0.03485778884
134	0.03480139251
135	0.03474238967
136	0.03468846738
137	0.03463475671
138	0.03459887635
139	0.03457640864
140	0.03455839803
141	0.03451496969
142	0.03448209959
143	0.03443645668
144	0.03440705745
145	0.03437187365
146	0.0343455784
147	0.03431862497
148	0.03427806474
149	0.03424142883
150	0.03421521581
151	0.03417908969
152	0.03414881115
153	0.03413561525
154	0.03409999427
155	0.03407639433
156	0.03405781416
157	0.03403477271
158	0.03401445806
159	0.03400350526
160	0.03398811385
161	0.03397350777
162	0.03395149494
163	0.03393610839
164	0.03390704503
165	0.03387825256
166	0.03386420676
167	0.03384240281
168	0.03382282914
169	0.03380951885
170	0.03379746465
171	0.03378951363
172	0.03377035259
173	0.03375150584
174	0.03374027686
175	0.03371274115
176	0.03369347363
177	0.03368083419
178	0.03366550573
179	0.03365455502
180	0.03363640118
181	0.03362617217
182	0.03361896513
183	0.03360853604
184	0.03359470514
185	0.03357760829
186	0.03355260636
187	0.03353746109
188	0.03351190274
189	0.03349775791
190	0.03347935301
191	0.03345473442
192	0.03344190277
193	0.03342217178
194	0.03341077614
195	0.03340143464
196	0.03339298702
197	0.03337660993
198	0.03335959724
199	0.03334586631
200	0.03333574143
201	0.03331454936
202	0.03329338878
203	0.03327380134
204	0.03325057999
205	0.03324130651
206	0.03323418339
207	0.03321609306
208	0.03320485895
209	0.03319586634
210	0.03317946313
211	0.03315651781
212	0.03314538415
213	0.03313246361
214	0.03311057082
215	0.03310160665
216	0.03307976313
217	0.03306325232
218	0.03305601928
219	0.03303873666
220	0.03302670354
221	0.03300687629
222	0.03299526984
223	0.0329876195
224	0.03297320799
225	0.03296200825
226	0.03295347817
227	0.03293649984
228	0.03291320664
229	0.03290436385
230	0.03289313044
231	0.03287820886
232	0.03287119632
233	0.03285231264
234	0.03283769354
235	0.03282850528
236	0.03281470664
237	0.03279794027
238	0.0327915194
239	0.03278259007
240	0.03276702439
241	0.03275320035
242	0.03273447226
243	0.03271729517
244	0.03270110076
245	0.03269438575
246	0.03268071705
247	0.03266753207
248	0.03265008482
249	0.03263495742
250	0.03262373263
251	0.03261066639
252	0.03259386578
253	0.03258604324
254	0.03257208376
255	0.03256589939
256	0.03255997957
257	0.03255555995
258	0.03254409624
259	0.03252971853
260	0.03252308657
261	0.03251853676
262	0.03251289611
263	0.03250608996
264	0.03249858781
265	0.03249117766
266	0.03248251634
267	0.03246781338
268	0.03246331386
269	0.03245493216
270	0.03244487647
271	0.03243555992
272	0.03243136121
273	0.03241888058
274	0.03240859757
275	0.03239770214
276	0.03238663546
277	0.03237960249
278	0.03237293943
279	0.03236617605
280	0.03235313425
281	0.0323423634
282	0.03233023892
283	0.03231899586
284	0.03230870074
285	0.03230427743
286	0.03229676346
287	0.03228620341
288	0.03227762963
289	0.03226610771
290	0.03225746027
291	0.03224678279
292	0.03224132829
293	0.03223408641
294	0.03222959596
295	0.032219549
296	0.03221507096
297	0.03221011547
298	0.03220189818
299	0.03219382509
300	0.03218523124
301	0.03218002034
302	0.03217732682
303	0.03217152748
304	0.0321653451
305	0.03215696764
306	0.03215143675
307	0.03214557786
308	0.03213444695
309	0.03212550742
310	0.03211631242
311	0.03210362193
312	0.03209387897
313	0.03208650373
314	0.03208252334
315	0.03207560984
316	0.03206871497
317	0.03205866458
318	0.03205393951
319	0.03204718709
320	0.03204321747
321	0.03203375597
322	0.03202285522
323	0.03201456453
324	0.03200458442
325	0.03200067828
326	0.03199410797
327	0.03198997156
328	0.03198351931
329	0.03197840381
330	0.03197402195
331	0.03196655882
332	0.03196038747
333	0.03195177989
334	0.03194022349
335	0.031934454
336	0.03192447681
337	0.03191698588
338	0.0319081754
339	0.03189877816
340	0.03189056529
341	0.03188395191
342	0.03187303383
343	0.03186423974
344	0.03185699493
345	0.03184598146
346	0.0318415544
347	0.03183473325
348	0.03182553583
349	0.03181529646
350	0.03181149236
351	0.03180726929
352	0.03179876683
353	0.03178952163
354	0.03178409856
355	0.03177915731
356	0.03177336282
357	0.0317690377
358	0.03176271099
359	0.03175488706
360	0.03174866455
361	0.03174237382
362	0.03173518563
363	0.03172746245
364	0.03172016495
365	0.03171654856
366	0.03171341596
367	0.031706696
368	0.03169550181
369	0.03168680348
370	0.03167662701
371	0.03166893193
372	0.03166128431
373	0.03165840083
374	0.03165279915
375	0.03164956428
376	0.03164329159
377	0.03163486922
378	0.03163145069
379	0.03162037503
380	0.03161157882
381	0.03160624493
382	0.03160188907
383	0.03159319789
384	0.03158481911
385	0.03157993759
386	0.03157207445
387	0.03156894827
388	0.03156400583
389	0.03155449713
390	0.03154556856
391	0.03153751342
392	0.03153244215
393	0.03152840566
394	0.03152339841
395	0.03151856722
396	0.03151181544
397	0.03150584098
398	0.03150054581
399	0.03149358846
400	0.03148974491
401	0.03148116546
402	0.03147406948
403	0.03146581035
404	0.03146129651
405	0.03145604864
406	0.03145148888
407	0.03144409925
408	0.03144119255
409	0.03143628564
410	0.03143035069
411	0.03142742777
412	0.03142181097
413	0.03141453399
414	0.03141170602
415	0.03140897288
416	0.03140064249
417	0.03139571681
418	0.03138787224
419	0.0313812413
420	0.03137392491
421	0.03136636013
422	0.0313637737
423	0.03135913249
424	0.03135320774
425	0.03134929913
426	0.03134515847
427	0.03133944238
428	0.03133352568
429	0.03132525
430	0.03132220825
431	0.03131874289
432	0.0313117719
433	0.03130729261
434	0.03130050803
435	0.03129405428
436	0.03128850552
437	0.03128314853
438	0.0312723583
439	0.03126627941
440	0.03125987436
441	0.0312564897
442	0.03125380183
443	0.03125001316
444	0.03123957449
445	0.03123716393
446	0.03123345027
447	0.03122841995
448	0.03122379764
449	0.03122033893
450	0.03121520547
451	0.0312121773
452	0.03120692722
453	0.03120201539
454	0.03119746467
455	0.03119427685
456	0.03118944593
457	0.03118290366
458	0.03117468229
459	0.03116947569
460	0.03116613936
461	0.03115942519
462	0.03115650424
463	0.0311487426
464	0.03114067716
465	0.03113552826
466	0.03113229401
467	0.03112474674
468	0.0311182374
469	0.03111228741
470	0.0311077761
471	0.03110124453
472	0.03109708061
473	0.03109396116
474	0.03108962602
475	0.03108442417
476	0.03108096651
477	0.03107762852
478	0.03107004124
479	0.03106732642
480	0.03106304655
481	0.03105845176
482	0.03105256428
483	0.03104734495
484	0.03104261478
485	0.0310366529
486	0.03103046923
487	0.03102567005
488	0.03102173118
489	0.03101285741
490	0.0310090545
491	0.03100516657
492	0.03099829391
493	0.03099518096
494	0.03099076609
495	0.03098820636
496	0.03098354796
497	0.03098026618
498	0.03097797147
499	0.03097414803
500	0.03096832687
501	0.03095907455
502	0.03095184412
503	0.03094717732
504	0.03093936434
505	0.03093537096
506	0.03093206588
507	0.03092595238
508	0.03091955989
509	0.03091652222
510	0.03091194877
511	0.03090948606
512	0.03090596384
513	0.03090469781
514	0.03090180766
515	0.03089451044
516	0.03088808118
517	0.03088354597
518	0.03087731631
519	0.03087202529
520	0.03086824116
521	0.03086450561
522	0.03085872648
523	0.03085439314
524	0.03085215057
525	0.03084373649
526	0.03084013316
527	0.03083444242
528	0.03083044125
529	0.0308240086
